hsa.let.7a.1,hsa.let.7a.2,hsa.let.7a.3,hsa.let.7b,hsa.let.7c,hsa.let.7d,hsa.let.7e,hsa.let.7f.1,hsa.let.7f.2,hsa.let.7g,hsa.let.7i,hsa.mir.100,hsa.mir.101.1,hsa.mir.101.2,hsa.mir.103a.1,hsa.mir.103a.2,hsa.mir.106a,hsa.mir.106b,hsa.mir.107,hsa.mir.10a,hsa.mir.10b,hsa.mir.1180,hsa.mir.122,hsa.mir.1247,hsa.mir.125a,hsa.mir.125b.1,hsa.mir.125b.2,hsa.mir.126,hsa.mir.1266,hsa.mir.1269a,hsa.mir.127,hsa.mir.128.1,hsa.mir.128.2,hsa.mir.1287,hsa.mir.1295b,hsa.mir.1296,hsa.mir.1301,hsa.mir.1306,hsa.mir.1307,hsa.mir.130a,hsa.mir.130b,hsa.mir.132,hsa.mir.134,hsa.mir.136,hsa.mir.139,hsa.mir.140,hsa.mir.141,hsa.mir.142,hsa.mir.143,hsa.mir.144,hsa.mir.145,hsa.mir.1468,hsa.mir.146a,hsa.mir.146b,hsa.mir.148a,hsa.mir.148b,hsa.mir.149,hsa.mir.150,hsa.mir.151a,hsa.mir.152,hsa.mir.153.2,hsa.mir.154,hsa.mir.155,hsa.mir.15a,hsa.mir.15b,hsa.mir.16.1,hsa.mir.16.2,hsa.mir.17,hsa.mir.181a.1,hsa.mir.181a.2,hsa.mir.181b.1,hsa.mir.181b.2,hsa.mir.181c,hsa.mir.181d,hsa.mir.182,hsa.mir.183,hsa.mir.185,hsa.mir.186,hsa.mir.188,hsa.mir.18a,hsa.mir.191,hsa.mir.192,hsa.mir.193a,hsa.mir.193b,hsa.mir.194.1,hsa.mir.194.2,hsa.mir.195,hsa.mir.196b,hsa.mir.197,hsa.mir.1976,hsa.mir.199a.1,hsa.mir.199a.2,hsa.mir.199b,hsa.mir.19a,hsa.mir.19b.1,hsa.mir.19b.2,hsa.mir.200a,hsa.mir.200b,hsa.mir.200c,hsa.mir.203a,hsa.mir.204,hsa.mir.20a,hsa.mir.20b,hsa.mir.21,hsa.mir.210,hsa.mir.214,hsa.mir.215,hsa.mir.216a,hsa.mir.216b,hsa.mir.217,hsa.mir.218.1,hsa.mir.218.2,hsa.mir.219a.1,hsa.mir.22,hsa.mir.221,hsa.mir.222,hsa.mir.223,hsa.mir.224,hsa.mir.2355,hsa.mir.23a,hsa.mir.23b,hsa.mir.24.1,hsa.mir.24.2,hsa.mir.25,hsa.mir.26a.1,hsa.mir.26a.2,hsa.mir.26b,hsa.mir.27a,hsa.mir.27b,hsa.mir.28,hsa.mir.29a,hsa.mir.29b.1,hsa.mir.29b.2,hsa.mir.29c,hsa.mir.301a,hsa.mir.3065,hsa.mir.3074,hsa.mir.30a,hsa.mir.30b,hsa.mir.30c.1,hsa.mir.30c.2,hsa.mir.30d,hsa.mir.30e,hsa.mir.32,hsa.mir.320a,hsa.mir.324,hsa.mir.326,hsa.mir.328,hsa.mir.330,hsa.mir.331,hsa.mir.335,hsa.mir.337,hsa.mir.338,hsa.mir.339,hsa.mir.33a,hsa.mir.33b,hsa.mir.340,hsa.mir.342,hsa.mir.345,hsa.mir.34a,hsa.mir.3607,hsa.mir.361,hsa.mir.3613,hsa.mir.3615,hsa.mir.362,hsa.mir.363,hsa.mir.3653,hsa.mir.365a,hsa.mir.365b,hsa.mir.3677,hsa.mir.369,hsa.mir.370,hsa.mir.374a,hsa.mir.374b,hsa.mir.375,hsa.mir.376c,hsa.mir.378a,hsa.mir.378c,hsa.mir.379,hsa.mir.381,hsa.mir.382,hsa.mir.409,hsa.mir.410,hsa.mir.411,hsa.mir.412,hsa.mir.421,hsa.mir.423,hsa.mir.424,hsa.mir.425,hsa.mir.429,hsa.mir.431,hsa.mir.432,hsa.mir.4326,hsa.mir.450a.1,hsa.mir.450a.2,hsa.mir.450b,hsa.mir.451a,hsa.mir.452,hsa.mir.454,hsa.mir.455,hsa.mir.4661,hsa.mir.4662a,hsa.mir.4677,hsa.mir.4772,hsa.mir.483,hsa.mir.484,hsa.mir.485,hsa.mir.486.1,hsa.mir.486.2,hsa.mir.487b,hsa.mir.493,hsa.mir.495,hsa.mir.497,hsa.mir.500a,hsa.mir.500b,hsa.mir.501,hsa.mir.502,hsa.mir.503,hsa.mir.505,hsa.mir.511,hsa.mir.532,hsa.mir.539,hsa.mir.542,hsa.mir.5589,hsa.mir.574,hsa.mir.576,hsa.mir.582,hsa.mir.584,hsa.mir.589,hsa.mir.590,hsa.mir.598,hsa.mir.616,hsa.mir.618,hsa.mir.625,hsa.mir.628,hsa.mir.629,hsa.mir.651,hsa.mir.652,hsa.mir.653,hsa.mir.654,hsa.mir.660,hsa.mir.664a,hsa.mir.664b,hsa.mir.671,hsa.mir.6715a,hsa.mir.675,hsa.mir.7.1,hsa.mir.708,hsa.mir.744,hsa.mir.758,hsa.mir.766,hsa.mir.769,hsa.mir.874,hsa.mir.885,hsa.mir.889,hsa.mir.9.1,hsa.mir.9.2,hsa.mir.9.3,hsa.mir.92a.1,hsa.mir.92a.2,hsa.mir.92b,hsa.mir.93,hsa.mir.942,hsa.mir.95,hsa.mir.96,hsa.mir.98,hsa.mir.99a,hsa.mir.99b,samples,groups
38352,38145,38546,16944,8548,1520,2971,22378,22876,2472,923,81856,43421,43436,67261,66696,11,1598,466,50063,83728,30,169830,4,1012,1901,2051,53605,14,7203,1593,234,189,18,105,8,36,13,4508,89,78,628,274,170,1228,10743,16,2956,263790,1052,3478,92,86,5048,284600,620,2,494,6193,565,7,7,304,697,438,863,839,1913,1969,2753,376,375,75,20,1349,274,444,702,24,15,1372,383435,2277,140,43323,48786,95,44,541,14,718,1154,1366,120,274,231,16,33,120,73,1995,1182,30,299433,1445,17,859,1,0,10,13,21,14,1127965,844,244,443,65,114,5516,5450,3093,2970,32947,4439,4306,5920,1698,4235,9458,37289,1464,1585,11971,28,1317,20,171399,1620,1145,1345,50570,65275,306,1874,108,7,186,32,71,69,51,674,90,156,46,175,231,27,1065,239,1920,41,16,116,13,25,213,212,3,44,18,6209,338,181,15,5584,61,1554,158,36,76,38,23,36,34,691,170,402,2,23,16,0,8,8,38,2685,299,25,2240,5,132,18,16,60,275,6,458,458,13,27,14,39,1310,16,133,54,52,128,44,7181,11,411,4,704,51,1357,229,631,89,72,36,37,198,48,69,4,44,5,43,362,319,15,18,236,142,34,6,119,28,10,65,30,147,56,63,48,54,16126,14467,39,15929,9,59,1,142,5144,37037,TCGA.LG.A9QC,YES
73042,73103,73244,57862,8138,2678,9935,51055,51896,4301,3304,6322,38307,38437,91593,92019,36,7206,733,88987,161234,84,4629,158,3661,963,1058,15586,149,2798,2332,1387,974,222,5,8,144,81,11149,558,158,825,913,40,200,11826,335,29868,947574,222,5005,35,826,12014,99391,1644,169,5194,20613,962,63,25,10270,1159,4236,2803,2823,6741,7248,15066,1929,1733,368,69,41669,21115,660,2644,17,269,4375,15358,2934,2032,3347,3704,180,57,2273,103,3131,5564,7656,153,451,440,317,188,3040,611,51,1878,18,2189005,1953,69,132,11,8,320,71,71,11,430158,2207,615,11861,1265,703,16561,7558,12631,12662,77334,13401,13473,9128,12807,12245,30503,78732,1746,1921,16537,101,55,78,336993,6847,2509,3102,93162,89967,451,3103,309,111,247,477,279,211,23,2119,389,143,30,595,1618,102,1105,106,3970,200,55,54,24,37,2358,2343,123,32,15,11105,800,1291,20,3648,121,1969,101,38,57,26,17,23,102,1285,1411,1483,70,21,7,55,38,31,45,705,4538,80,1646,83,91,74,365,15,956,7,56,69,8,39,13,55,1160,39,302,95,42,657,134,3221,12,1273,2,938,104,2732,333,964,218,128,13,11,716,120,651,16,364,34,40,203,214,29,30,2,540,186,169,181,42,104,145,124,4,40,532,531,527,52640,49436,257,33451,58,208,38,290,1634,176869,TCGA.CC.A1HT,NO
36307,36405,36705,39826,10475,1715,1460,17209,17681,3539,680,38859,27697,28052,41962,42319,7,2236,384,23976,11287,47,113977,1,585,1096,1113,29484,15,6,395,962,474,77,21,20,11,39,5495,174,84,328,73,27,467,6425,6,3027,76424,251,2021,45,89,2731,601937,518,11,597,5884,1007,11,1,379,737,1302,848,915,4043,1084,2233,160,193,72,11,46260,13543,466,1422,23,34,4523,175340,2097,1085,48578,53673,56,22,1618,22,403,653,713,116,309,271,79,80,60,269,55,1863,25,466441,4363,17,158,821,712,51020,11,18,16,584389,187,52,635,452,37,2759,5011,1664,1518,40269,2794,2752,3668,1003,6074,17945,21196,599,706,3558,7,23,23,24118,2281,1652,1613,41851,76412,111,1623,112,12,78,31,42,170,12,1009,98,88,8,101,183,43,1227,374,1431,37,15,130,16,32,561,557,7,10,8,5054,327,1519,8,7307,53,377,45,12,14,8,1,5,11,609,203,1559,8,5,5,20,2,5,17,670,664,10,6572,21,310,47,15,2,131,2,50,59,3,2,9,34,2348,26,220,83,32,388,9,12039,6,373,108,759,33,246,75,438,63,29,52,0,52,24,166,18,46,10,8,494,197,11,11,49,86,27,5,91,6,72,47,18,1791,12,296,288,314,32342,28480,16,23970,19,20,85,122,3760,20058,TCGA.DD.AADL,YES
62452,62080,62103,25398,29200,1782,2160,51814,53901,5104,1192,99054,84916,88162,72063,72290,24,2380,1342,16099,59541,71,353400,2,545,3678,4142,19441,7,2617,519,2475,1355,15,106,3,15,17,8229,233,104,281,141,17,1080,5516,19,6815,15964,1294,346,66,662,19501,481406,1161,11,1723,8754,1084,21,6,2176,1794,608,945,923,7702,3225,3156,522,505,81,14,52688,14166,491,1111,10,46,2844,365904,5712,1183,121726,135279,223,170,852,26,170,301,352,153,554,416,656,552,117,552,32,3850,68,1395681,991,3,710,1,0,72,1,1,40,1943209,470,92,725,890,48,4402,11150,3875,3652,27741,5594,5681,6148,1776,14267,14374,25223,1214,1250,6950,15,272,6,128387,1532,1977,2314,67973,92680,175,1246,195,10,135,52,50,79,14,1579,190,56,22,206,397,135,4372,407,2609,42,47,59,44,29,559,544,2,12,6,3155,288,5114,2,19709,637,353,24,23,35,17,5,11,10,680,208,946,56,6,7,21,6,9,26,3910,1136,27,3228,5,138,46,43,6,195,3,592,628,2,14,5,96,772,27,174,47,22,357,34,4544,8,686,31,340,40,256,207,339,111,26,24,11,240,21,232,21,115,84,17,342,187,15,24,2,67,42,2,117,20,73,94,71,674,25,76,69,63,48194,38558,19,23836,23,28,88,235,11174,10006,TCGA.DD.AADS,YES
14346,14347,14556,21193,7297,1199,1247,5641,5901,2637,869,21995,16544,16737,25169,25147,19,593,196,140938,37618,15,100318,29,2171,1633,1717,15720,55,612,1046,133,58,41,88,11,9,19,2603,373,43,174,638,107,617,3905,148,5114,138597,359,21898,42,224,4929,265488,304,45,2235,2151,352,44,34,965,354,216,360,356,2812,911,2396,265,273,48,14,8915,1305,96,975,3,26,2061,82872,978,547,12223,15022,133,15,798,17,6352,8963,8113,160,581,517,857,877,1068,3107,141,1434,23,210048,1021,211,226,1,1,445,63,77,5,476223,210,56,535,314,112,3023,2104,1165,982,26012,3543,3659,5689,1658,3620,18307,14485,1525,1616,3870,22,193,8,141738,1760,1989,2227,19404,69352,120,1454,86,17,92,35,34,111,49,2106,162,65,12,86,554,27,1250,111,1300,14,7,152,9,73,467,460,5,45,20,2497,262,20044,4,2011,39,848,48,36,30,5,3,1,0,311,727,394,139,14,17,20,27,28,26,4274,261,23,1479,4,255,29,10,220,170,11,205,204,6,19,36,100,784,20,104,25,20,499,86,1227,17,583,88,452,76,921,101,99,23,39,15,10,130,31,118,6,15,12,43,91,230,15,14,18,336,58,32,34,26,28,24,161,1414,14,868,881,917,26027,21486,29,9426,4,12,4,58,1931,44261,TCGA.K7.A5RF,NO
15357,15453,15265,9810,10951,1483,1189,6524,7093,2504,579,21121,26039,26647,51145,50735,20,581,647,40196,164465,55,129504,1,1200,1732,1829,46316,2,8247,548,243,86,682,103,3,35,32,8436,112,557,143,185,66,1831,4723,15,2497,38295,924,4686,241,779,5973,1157735,502,8,469,5203,576,7,2,178,782,357,660,615,1984,579,1261,94,93,25,8,1975,423,290,1919,12,19,2636,123358,815,258,17587,22369,49,3018,1004,19,383,635,513,211,366,421,77,98,255,462,2659,1138,59,331945,202,11,97,8,3,482,15,3,15,541623,590,159,361,142,269,3720,4182,1213,1101,34738,2399,2393,4110,958,3280,11094,31534,2614,2640,6165,11,77,34,77820,1313,969,1041,30813,64044,492,3797,163,1,203,14,54,167,47,1729,32,44,10,77,144,30,2347,152,2574,73,14,183,12,83,324,321,9,29,9,9385,563,408,4,755,14,434,35,16,70,9,10,1,6,506,145,303,14,23,15,1,10,11,39,3134,89,25,3944,18,378,41,2,19,182,4,362,400,8,13,9,47,2300,22,266,32,29,317,48,4426,23,387,22,434,63,2119,199,134,54,33,53,12,80,23,162,14,28,15,31,279,802,25,12,155,130,63,2,92,15,5,43,59,7,7,540,489,525,22345,17005,17,21408,5,3,2,99,4463,37715,TCGA.DD.A4NF,NO
47590,47498,47713,35076,3737,4717,3373,31637,32186,3997,1226,26983,39149,39613,95593,96706,33,2081,548,51121,88010,201,88518,2386,1574,823,883,30971,22,11,4830,730,450,44,24,15,67,60,7574,257,116,167,1810,263,1189,7000,77,9062,128823,1436,5668,47,445,1303,597228,1118,23,4504,12662,1268,51,41,971,1561,530,1222,1224,10308,4090,6381,708,734,124,24,182630,106200,671,1022,22,157,1672,238783,2180,794,58956,64590,120,2781,1672,20,3640,5334,5309,292,686,640,1414,1083,760,15944,126,5636,60,831860,412,74,685,0,0,244,60,54,25,1036965,806,181,353,1514,71,4740,8911,3781,3515,40237,4830,5013,7922,1851,17614,15077,26967,1726,1964,16990,18,1859,18,37709,4857,1839,1924,109351,65844,307,1513,230,3,129,39,135,228,248,68883,154,112,28,205,466,63,824,175,2317,190,27,148,23,39,696,692,11,120,68,4642,420,780110,53,2234,36,4798,306,193,210,220,55,31,22,816,586,713,307,83,149,73,47,30,96,4589,3405,18,4019,7,247,103,75,6603,174,23,535,525,67,154,48,89,2408,53,348,117,46,114,30,11083,76,1871,5,957,157,313,209,663,121,49,54,18,179,44,237,7,228,8,202,549,417,16,23,137,2889,32,19,213,134,126,104,56,9135,287,1555,1658,1658,69974,63383,39,33487,23,22,344,388,1164,40580,TCGA.DD.AADA,NO
38467,38131,38266,15963,12379,2907,2577,38000,39121,5571,982,22007,49017,49179,91318,90970,59,3296,918,22598,135665,58,159491,0,802,1489,1605,27821,22,2,979,1340,654,61,31,32,49,33,19521,90,147,324,229,70,281,8360,20,5652,210104,413,3415,4,315,2673,481009,1040,35,1010,10958,2050,14,7,697,1024,3074,1244,1258,2764,2619,4133,276,268,143,19,21840,12576,423,1295,44,54,3795,209510,2713,763,48434,53626,55,9,1405,52,779,1290,1496,174,352,355,22,27,111,798,66,1396,164,740440,3309,25,187,200,169,10445,100,107,21,760469,394,72,748,1397,134,7869,7334,2551,2522,67807,2591,2652,4188,3501,10007,16827,33043,1736,1887,12771,67,215,13,103624,4307,1553,1647,100566,72841,192,1962,322,35,105,142,217,303,39,2039,137,199,22,360,493,58,1632,261,2282,121,40,296,102,15,1023,1024,49,18,11,5658,523,1318,10,10550,99,828,88,22,67,31,13,34,41,693,462,1069,2,14,8,19,14,26,32,2131,2360,36,2409,62,124,72,21,7,299,7,241,256,12,18,5,43,3533,55,637,132,84,401,71,11652,12,737,62,736,39,784,159,917,92,63,71,18,173,64,252,18,85,208,44,857,165,15,26,20,95,65,7,133,29,89,62,26,2404,53,169,197,167,23428,21562,43,33255,10,11,24,503,5710,29538,TCGA.MI.A75I,YES
46158,45702,46169,33530,1734,2196,2461,36312,36567,2425,1210,59835,40220,40615,52957,53267,31,3118,853,24560,156268,244,121448,318,471,667,657,19602,33,8,342,910,723,15,0,9,178,43,18704,100,795,165,78,22,451,6711,43,1392,278884,917,3739,88,26,287,1341208,1764,20,440,9409,787,6,0,251,865,598,691,713,14580,1118,2347,207,190,69,11,218566,120552,747,897,21,203,835,412304,3008,1732,57010,64178,35,377,574,7,278,485,554,517,1365,1192,63,42,147,12785,58,5628,38,969691,682,6,2628,8,16,391,218,212,20,1596484,1715,451,158,1935,44,3742,3525,2442,2244,56590,5136,5110,3202,2164,7983,12929,33476,787,771,7973,20,285,7,32006,2807,2469,2434,71734,153323,762,3653,172,15,136,59,190,811,25,604,173,140,137,318,268,127,1529,49,1293,112,55,75,31,9,1134,1116,22,8,13,3964,283,345740,5,4111,89,411,30,10,10,15,2,3,32,616,236,284,6,3,1,0,22,21,62,3048,1897,9,2537,5,208,47,4,12088,546,6,343,321,3,6,3,22,1079,20,236,69,129,75,17,4589,0,1244,36,629,85,192,192,392,79,72,44,11,97,63,623,14,93,10,16,273,286,15,31,57,3740,39,2,149,16,100,114,42,4447,15,947,872,894,128927,115457,44,27016,12,24,300,328,588,28007,TCGA.2Y.A9GU,YES
43916,44119,44229,36340,3664,2372,9919,26150,27129,3416,2870,45391,38309,39507,114184,114280,69,3866,622,271534,79301,42,19996,214,6201,1946,2044,38372,131,19,7891,696,409,172,0,32,127,40,15741,667,128,714,2902,391,491,10948,5374,7702,719541,552,18811,47,268,3778,339251,1434,556,2953,13674,2859,50,94,1832,1856,4964,2624,2639,12255,8156,20138,1438,1387,935,168,309127,127353,736,1455,61,163,3749,107050,4747,3076,24527,28136,213,29,1864,48,13573,20883,23220,274,1188,1119,5975,5714,32460,20257,78,5677,90,3332905,4357,394,213,22,1,1212,448,469,9,1536623,1542,320,1143,1837,621,41717,9431,13130,13431,63161,7728,7814,6757,27991,17363,39776,87532,4235,4427,19279,54,806,12,266040,11283,3374,3867,121381,103579,285,3822,287,31,106,142,450,1626,340,15960,626,240,19,213,947,83,2767,417,3945,104,54,161,43,26,1832,1826,64,159,80,9067,608,372244,114,2604,34,8828,699,226,424,289,93,127,44,1184,812,1538,929,80,51,52,49,45,107,3614,1479,43,3389,60,84,72,30,32,511,81,257,273,66,164,143,148,2792,41,342,102,49,285,22,12134,64,2153,2,654,93,1194,217,848,182,800,58,15,632,37,621,43,97,36,364,782,729,55,65,8,59,157,672,325,265,162,152,89,368,270,981,939,1004,103763,94057,169,39227,23,48,492,342,2226,244363,TCGA.ED.A7PX,NO
30975,31080,30975,33356,8966,1979,1750,15529,15997,2487,848,18999,44305,44704,40729,40842,31,2346,438,37640,65945,116,73927,2,744,818,894,18373,15,6,1272,609,442,54,53,11,33,38,3115,759,157,119,420,59,388,4472,15,4342,150639,179,3512,61,199,2398,471601,1091,39,1163,8087,654,41,13,558,661,747,619,626,12809,2632,4161,428,416,92,24,9080,3990,288,1309,4,165,1137,165202,1538,1385,39481,42338,228,16,2110,19,2149,3327,3575,385,784,714,98,76,106,11409,18,6741,19,936557,823,40,888,6,3,195,38,27,30,675142,315,83,230,1005,77,3573,3599,1674,1616,38880,3240,3249,2620,1575,7046,19283,18069,437,430,4836,22,94,36,77191,2800,1552,1766,58340,92211,289,801,125,21,47,51,94,197,71,5207,161,119,42,147,345,138,795,370,1903,21,41,46,11,15,658,660,15,20,19,5170,357,16734,10,3493,55,1018,87,41,37,30,10,15,10,611,274,517,10,15,14,15,9,10,44,327,1721,12,1914,3,109,116,20,1837,462,4,74,58,5,41,15,156,955,16,166,42,24,138,16,4528,14,950,35,349,65,393,153,657,81,85,23,14,100,41,269,17,90,56,44,224,74,7,9,29,1863,29,27,118,39,88,46,151,1843,57,80,81,71,111539,99562,27,28107,22,16,16,194,3375,31042,TCGA.DD.AACO,NO
19783,19776,20134,17638,3887,1606,3685,12647,12612,2396,1202,15812,12598,12987,38399,38808,22,1170,324,75198,172574,49,13923,45,1581,909,951,34280,11,10,2736,190,111,55,2,6,25,10,3877,301,106,385,807,213,418,12916,8,4137,624283,1312,16531,48,118,1525,66896,419,30,1598,6296,672,161,40,909,519,438,752,802,2936,2180,4110,389,423,165,44,9982,3247,333,663,20,66,1182,40960,779,436,7261,8431,242,19,703,26,3177,4872,5458,178,331,313,237,208,79,11552,86,1311,43,987037,701,124,266,19,17,705,50,69,4,360692,307,95,685,281,87,7512,2681,4178,4180,15318,3320,3494,3523,4149,6657,11092,37727,1810,1807,6971,22,90,15,85183,6276,1148,1265,92937,32389,530,1471,113,12,83,52,49,155,89,2012,82,50,11,152,701,32,1496,62,1456,36,30,111,21,10,263,264,17,89,17,2102,163,120,32,2073,28,2282,199,46,89,76,29,32,13,348,386,552,25,66,36,6,24,24,62,5210,417,31,806,12,77,20,22,1,362,37,598,591,24,46,54,69,827,48,231,55,48,162,52,2687,21,873,7,275,36,790,135,122,53,102,19,3,211,34,173,6,44,9,102,230,227,14,17,2,46,8,46,61,50,39,84,51,188,85,183,223,203,22979,20521,112,8719,12,42,11,169,1149,28132,TCGA.MR.A8JO,NO
86660,86572,87105,142300,13834,4051,6978,35730,36347,5163,2664,55323,74411,75212,53880,54537,24,3507,646,202701,292150,83,102147,170,3473,1645,1811,51932,11,11286,7257,910,663,128,92,19,54,118,19892,258,165,864,2961,158,664,14843,17,24717,1074756,369,14502,10,1392,4066,243215,1233,66,4775,24227,3626,152,27,2194,721,1630,1900,1935,2496,4892,10385,1162,1084,371,99,113537,47971,610,1980,36,38,3945,206561,3703,455,35287,37034,419,63,2145,74,8469,14204,17867,52,147,133,199,136,201,1270,65,909,19,1529998,2265,209,2215,37,31,1008,145,151,43,898340,800,233,4734,601,265,22521,11053,6247,6145,36676,9799,9717,5497,7581,12237,29124,58530,2041,2085,16035,37,37,31,152328,2355,985,1449,65574,107746,495,1998,251,51,259,219,277,257,155,2090,98,361,107,223,520,82,908,1606,2672,92,188,60,13,70,445,443,44,91,68,12791,614,1641,43,7576,77,6827,376,166,167,107,45,52,35,812,1679,976,27,38,64,35,24,26,92,710,1977,36,9056,30,268,98,128,13,523,39,119,136,27,94,37,136,1714,23,261,73,53,768,48,7812,51,2416,29,646,118,1198,410,569,171,137,55,45,466,140,696,24,207,20,235,229,114,16,39,112,150,67,107,259,118,107,120,165,1868,155,122,114,116,23003,20460,184,20752,51,27,124,589,2635,133275,TCGA.CC.5262,NO
44552,44887,44603,39874,7763,1728,7166,24928,24776,2944,1390,43725,31896,32325,66756,66258,30,1395,730,99635,23504,111,98126,150,2612,1524,1552,21860,6,32,4042,689,475,50,35,11,46,27,7818,292,173,736,1249,199,592,9245,38,11081,287063,169,7986,26,534,10746,241919,943,63,5309,13030,2474,64,64,1587,868,842,716,702,2784,4146,5245,646,671,424,93,10746,6493,741,1238,16,40,2476,85542,1586,686,25753,28199,277,83,1158,14,8513,13169,13866,66,177,172,121,120,291,10276,46,1333,48,1790024,317,142,79,14,6,532,217,215,13,845931,850,162,1861,806,120,10862,5824,2811,2791,18612,4412,4555,2544,4362,7434,10924,28111,1934,2057,12260,39,86,9,48732,2798,787,885,72234,26291,125,1110,197,11,94,79,93,238,156,8943,85,111,28,276,726,72,1273,112,2005,26,29,117,34,18,370,363,16,88,58,3490,384,2021,44,3608,40,3374,365,138,206,167,57,15,12,686,475,1162,23,60,60,15,11,26,58,601,804,28,1722,15,105,71,67,127,282,87,72,80,61,132,89,192,819,25,225,66,37,192,43,7589,50,1122,13,436,26,316,181,312,77,113,16,6,302,22,324,18,113,52,196,454,198,16,28,73,158,23,175,175,121,103,62,190,1575,320,928,1011,968,15441,13596,354,17063,28,36,14,309,2880,62025,TCGA.DD.AADK,NO
22758,22650,23142,6390,2479,342,1353,4916,5004,389,318,5662,31309,31692,353708,353887,28,2555,2200,66738,185585,363,224727,1,452,948,1091,20996,30,13190,25562,765,541,27,27,16,85,52,12670,53,149,141,7003,963,879,11419,13,2150,32616,260,993,67,719,9358,389612,886,0,1305,26672,1541,10,353,436,2796,988,987,989,24985,5210,10562,1532,1531,57,20,88632,49790,713,688,58,564,2067,299834,3529,447,153499,169295,14,1318,655,14,300,486,494,465,1305,1230,439,390,157,720,348,12023,32,729537,51,7,416,374,205,20050,8,6,42,350004,3408,537,286,1796,123,1809,9209,3141,2910,48817,5512,5525,5256,918,13803,32806,10981,1007,1080,2410,36,16,37,18508,4520,1327,1351,228524,40294,506,5662,459,8,109,31,105,603,832,985,44,232,20,131,269,74,2394,128,3775,168,30,544,12,19,879,876,6,756,509,3958,325,24562,101,615,7,22557,978,968,1727,2390,259,634,24,838,115,1413,81,1701,1108,53,15,10,27,864,1375,34,3262,25,247,86,26,1891,218,373,116,116,529,1002,340,14,4053,79,807,124,14,191,17,23401,726,520,2,669,17,1165,213,363,54,32,11,29,83,16,163,8,16,9,1128,1104,675,19,9,95,6471,29,2,141,631,89,99,353,1290,3638,546,541,570,168458,151952,5,45696,15,23,96,38,3360,14669,TCGA.DD.AAE1,NO
86681,86958,86947,55419,40490,2748,3562,51372,53165,6911,1480,52643,89039,90245,106170,106138,23,2144,980,47200,30875,39,178772,7,1142,2266,2419,30389,19,10,1156,802,450,47,78,25,22,56,9654,223,218,383,381,85,1431,9520,6,12224,155875,987,4887,62,935,2579,906592,1332,8,4493,11951,714,29,10,2535,2406,1272,1670,1574,9835,3519,4014,360,384,87,18,1362,301,717,1737,16,69,2950,340977,4467,1155,114823,125669,152,20,1723,43,2019,2989,2753,226,720,630,45,42,67,13998,84,4493,40,794618,859,36,945,7,0,195,45,32,54,1182865,526,116,528,666,108,4888,11590,3346,3237,44963,5815,5672,8120,1737,13480,26109,40246,1949,2056,11360,38,49,64,142683,4856,2483,2729,151093,103095,382,978,184,15,185,65,97,132,71,1405,89,100,34,334,827,89,1352,488,2559,87,16,104,20,42,1273,1269,11,28,25,11556,650,2730,14,11986,168,119,109,70,60,51,21,15,23,729,381,1328,6,20,22,18,9,22,50,3003,2140,42,4526,75,266,130,54,11,223,10,308,331,13,25,19,132,2495,49,345,105,24,1445,58,13194,7,1080,28,1044,147,194,226,449,119,80,48,29,279,55,397,30,130,28,50,766,415,35,16,71,157,65,4,279,39,67,80,38,3979,63,132,132,140,56652,47894,45,33957,31,23,1,353,8997,26815,TCGA.DD.AAEH,NO
24329,23851,24302,5200,8063,1102,1458,16443,18606,2606,469,7398,16089,16162,54998,55285,10,897,1192,18649,107378,55,124364,1,423,1000,1092,23834,1,4395,1082,405,133,154,29,23,14,17,7893,92,92,169,260,39,434,7290,10,2744,71687,377,2024,29,434,3925,1008920,404,10,338,10802,1363,6,11,382,1400,882,764,753,3669,1237,1404,156,178,40,14,554,124,625,743,23,49,1276,76768,1616,608,24451,27912,30,7,1346,17,152,254,253,119,319,289,26,20,57,165,232,1991,31,529883,112,0,26,2,2,98,2,11,10,757765,591,89,386,3766,82,3162,5278,1478,1380,27361,1176,1205,2094,941,5658,12772,21213,1462,1490,5310,9,11,28,54310,3443,675,863,53035,26868,326,824,136,8,100,16,28,95,33,1652,65,61,2,105,190,25,2291,318,3048,87,14,186,9,38,981,973,8,24,28,9397,1230,109,11,3870,23,842,89,37,58,46,10,5,30,370,285,383,10,28,35,14,6,6,18,1194,4550,12,3384,37,193,67,10,9,156,9,151,115,15,10,18,23,2907,35,260,64,39,204,55,15583,12,539,15,785,27,969,176,333,63,30,37,18,69,14,140,12,53,369,34,825,281,9,13,317,47,26,2,125,20,69,34,12,213,48,113,90,112,25430,20733,14,23500,7,74,1,144,3061,13638,TCGA.DD.AAE9,NO
